Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
4,WELCOME,0,0,20 to 24 years,X,Main Library,,,z,email,True,2016,False,10.0
4,WELCOME,0,0,20 to 24 years,X,Main Library,,,z,email,True,2016,False,10.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,p,phone,True,2015,False,6.0
4,WELCOME,0,0,45 to 54 years,M6,Mission,,,z,email,True,2013,False,
4,WELCOME,0,0,25 to 34 years,B2,Bayview/Linda Brooks-Burton,,,z,email,True,2014,False,10.0
0,ADULT,0,0,20 to 24 years,S7,Sunset,,,z,email,True,2013,False,7.0
0,ADULT,0,0,20 to 24 years,S7,Sunset,,,z,email,True,2013,False,7.0
0,ADULT,0,0,45 to 54 years,P5,Portola,,,z,email,True,2016,False,9.0
0,ADULT,0,0,45 to 54 years,P5,Portola,,,z,email,True,2016,False,9.0
0,ADULT,0,0,45 to 54 years,P5,Portola,,,z,email,True,2016,False,9.0
4,WELCOME,0,0,35 to 44 years,X,Main Library,,,p,phone,False,2015,False,6.0
4,WELCOME,0,0,35 to 44 years,X,Main Library,,,p,phone,False,2015,False,6.0
4,WELCOME,0,0,35 to 44 years,X,Main Library,,,p,phone,False,2015,False,6.0
4,WELCOME,0,0,35 to 44 years,X,Main Library,,,p,phone,False,2015,False,6.0
4,WELCOME,0,0,35 to 44 years,X,Main Library,,,p,phone,False,2015,False,6.0
0,ADULT,0,0,,R3,Richmond,,,z,email,True,2015,False,1.0
0,ADULT,1,0,35 to 44 years,E9,Excelsior,March,2013.0,p,phone,False,2013,False,11.0
0,ADULT,1,0,35 to 44 years,E9,Excelsior,March,2013.0,p,phone,False,2013,False,11.0
0,ADULT,0,0,35 to 44 years,P5,Portola,,,z,email,True,2012,False,
0,ADULT,11,0,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2010,False,11.0
0,ADULT,0,0,20 to 24 years,X,Main Library,,,a,print,False,2015,False,10.0
0,ADULT,0,0,25 to 34 years,P9,Presidio,,,z,email,True,2012,False,
0,ADULT,0,0,25 to 34 years,P9,Presidio,,,z,email,True,2012,False,
0,ADULT,0,0,25 to 34 years,P9,Presidio,,,z,email,True,2012,False,
0,ADULT,0,0,25 to 34 years,P9,Presidio,,,z,email,True,2012,False,
0,ADULT,0,0,25 to 34 years,P9,Presidio,,,z,email,True,2012,False,
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
4,WELCOME,0,0,25 to 34 years,X,Main Library,,,z,email,True,2015,False,8.0
0,ADULT,3,0,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,April,2016.0,z,email,True,2014,False,8.0
0,ADULT,3,0,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,April,2016.0,z,email,True,2014,False,8.0
0,ADULT,0,0,25 to 34 years,P7,Potrero,,,z,email,True,2015,False,9.0
0,ADULT,0,0,25 to 34 years,P7,Potrero,,,z,email,True,2015,False,9.0
0,ADULT,0,0,25 to 34 years,X,Main Library,February,2016.0,z,email,True,2016,True,
0,ADULT,0,0,25 to 34 years,X,Main Library,February,2016.0,z,email,True,2016,True,
0,ADULT,0,0,25 to 34 years,W4,Western Addition,,,z,email,True,2013,False,
0,ADULT,0,0,25 to 34 years,W4,Western Addition,,,z,email,True,2013,False,
0,ADULT,0,0,25 to 34 years,W4,Western Addition,,,z,email,True,2013,False,
0,ADULT,0,0,25 to 34 years,W4,Western Addition,,,z,email,True,2013,False,
